q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
1,YN,1x0 0x0,"A box called DDD has a midsize orange rectangle. Another midsize orange rectangle is covered by this box. Another box named EEE with a midsize white rectangle is behind, disconnected from and away from box DDD. To the south of this box there is box DDD. Another midsize white rectangle is within box EEE. Box EEE covers a midsize green rectangle.",Is the midsize green rectangle behind midsize orange rectangle number two?,Yes,Yes No,4,3,behind,behind,Yes
2,YN,1 0x1,"Two boxes, called DDD and EEE exist in the image. Box DDD with a midsize white rectangle is to the north of and behind box EEE. Disconnected from and farther from this box there is box EEE. Box DDD covers another midsize white rectangle. A midsize orange rectangle is in this box. Box EEE covers a midsize white rectangle and has a midsize orange rectangle.",Is EEE disconnected from all objects?,No,Yes No,1,2,dc,dc,No
0,YN,1x2 1x1,"There exist three boxes, called DDD, EEE and JJJ. In box EEE there is box DDD. Box EEE contain two midsize green rectangles. Another midsize green rectangle is inside and touching this box. South of midsize green rectangle number one there is midsize green rectangle number two. Box JJJ contain a midsize orange object and a midsize green rectangle. The midsize orange object touches the midsize green rectangle.",Is a rectangle north of all midsize green rectangles?,No,Yes No,1,1,above,above,No
4,FR,0x0 0,One block called HHH exists. A medium grey hexagon is in block HHH. This object touches a medium purple hexagon. Block HHH covers the purple shape.,What is the position of the purple thing relative to block?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,tpp,"po, tpp"
1,YN,1x2 2,A box called one covers a medium orange apple. Another medium yellow apple and another medium orange apple are under a medium yellow apple which is within this box. Medium yellow apple number two and medium orange apple number two are in box one. Two medium orange apples are below medium yellow apple number two. Medium orange apple number one is under medium orange apple number two. Box one has another box called two. Two medium yellow apples and a medium orange apple are inside box two. The medium orange apple is under and medium yellow apple number two is over medium yellow apple number one. Above and on the left side of another box called three is box two. Disconnected from this box is box three.,Are all yellow apples on the left side of a box?,No,Yes No,1,2,left,left,No
2,YN,1x0 1x1,"A midsize orange rectangle is covered by and another midsize orange rectangle is within a box named DDD. Another box named EEE with a midsize green thing is north of, away from and in front of box DDD. A midsize white rectangle is in and another midsize white rectangle is covered by this box. Midsize white rectangle number one touches midsize white rectangle number two.",Do all things touch midsize white rectangle number one?,No,Yes No,1,1,ec,ec,No
3,YN,1x0 1,A medium purple hexagon is inside and touching a block called HHH. Inside and touching another block named LLL is block HHH. Block LLL covers a medium purple hexagon which is to the south of and touches a medium grey shape. The grey shape is within block LLL.,Is a medium purple hexagon inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
2,YN,1x0 2,"There are three boxes, named one, two and three. Box one covers a medium green apple. Box two covers a medium green apple. Box three is close to box one. Disconnected from and farther from box two is this box. South of and east of this box there is box two. North of another medium green apple there is a medium green apple. Medium green apple number one is within box three. Medium green apple number two is covered by box three. Another medium green apple is within box three.",Is a medium apple away from a box?,Yes,Yes No,3,2,far,far,No
3,YN,1x2 0x1,A medium red hexagon is covered by and another medium red hexagon is inside a block named HHH. There exists a block called LLL. A medium purple hexagon and a medium grey hexagon are within block LLL. Block LLL covers another medium grey hexagon. To the north of medium grey hexagon number two is the purple shape. This object is south of medium grey hexagon number one. South of and far from block HHH there is another block named KKK. In this block is block LLL.,Is any medium grey hexagon farther from medium red hexagon number two?,Yes,Yes No,4,4,far,far,Yes
5,FR,1x2 1x3,"Two blocks, named AAA and BBB exist. Block AAA is disconnected from and in front of block BBB. Two small yellow squares are inside block AAA. A medium yellow triangle is inside and touching block AAA. A big black circle and a big blue triangle are within block BBB. A medium blue square is covered by block BBB. Block BBB covers a small yellow circle which is in front of the big blue triangle.",Where is the big blue triangle regarding the small yellow circle?,BEHIND,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,behind,behind,behind
5,FR,1 0,"There exist two blocks, called HHH and LLL. A medium purple hexagon is covered by block HHH. Block HHH has a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block HHH overlaps block LLL. A medium red hexagon is inside and a medium purple hexagon is covered by block LLL. The medium purple hexagon touches the medium red hexagon.",Where is LLL regarding HHH?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,po,po
4,FR,0 1,"There are two blocks, named HHH and LLL. Block LLL overlaps block HHH. Block HHH covers a large red star. A large purple star and a little red hexagon are within this block. A large grey pentagon is inside and touching block HHH. The large purple star is east of the little red hexagon and is to the north of the large red star. South of and east of this shape there is the large grey pentagon. Block LLL contain a large purple hexagon and a little red star. Another large purple hexagon is west of large purple hexagon number one. Large purple hexagon number two is covered by block LLL. A medium star is in block LLL. To the east of the little red star is this shape.",What is the position of block HHH relative to LLL?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,po,po
5,FR,0x0 1x3,A medium blue square is covered by and a medium black square is in a block called AAA. North of the medium blue square is the medium black square. Another block called BBB with a yellow square and a medium black square is to the south of and far from block AAA. Disconnected from this block there is block AAA. The yellow thing is north of the medium black square. To the north of a medium blue square there is the medium black square. The medium blue square is inside block BBB.,Where is the medium blue square covered by AAA relative to the yellow object?,ABOVE FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,far,far,far
3,YN,0x2 1,"Two blocks, named HHH and LLL exist in the image. On the left side of block HHH is block LLL. Over this block there is block HHH. A large red hexagon is covered by and a large purple star is in block HHH. A medium purple star is covered by and a medium purple pentagon is within block LLL. The medium purple star are below another medium purple star and the medium purple pentagon. Block LLL have a little purple pentagon, medium purple star number two and a little grey hexagon. To the right-hand side of the little purple pentagon is the little grey hexagon.",Are all purple stars to the right of any block?,No,Yes No,2,2,right,right,No
5,FR,0x0 0x1,A box called one has a medium orange fruit. The orange fruit touches a medium yellow apple. The medium yellow apple is inside and touching box one. There exists a box called two. A medium yellow apple and another medium green apple are above a medium green apple.The medium yellow apple is below medium green apple number two. Medium green apple number one is covered by box two. Another medium yellow apple and medium green apple number two are inside box two. Box two has medium yellow apple number one. On the right side of this box is another box named three. Box two is above this box. A medium yellow apple is inside box three.,Where is the medium yellow apple covered by box one relative to the medium orange fruit?,EC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ec,right
7,FR,1 0x0,"There exist two boxes, called DDD and EEE. Behind, under and disconnected from box EEE there is box DDD with a midsize green rectangle. A midsize orange rectangle is inside and another midsize orange rectangle is covered by box DDD. Over midsize orange rectangle number one is the green thing. Midsize orange rectangle number one is above midsize orange rectangle number two. A midsize orange rectangle is covered by box EEE.",Where is box EEE relative to midsize orange rectangle number two?,ABOVE FRONT DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,2,front,front,above
0,YN,1 0,"We have three blocks, called AAA, BBB and CCC. Block AAA with a medium black square is inside block BBB and is near to block CCC. Another medium black square is inside and touching block AAA. Medium black square number one touches this thing. Block BBB has a medium black square. A medium yellow square is within this block. Above the medium black square is this thing.",Do all blocks have block AAA?,No,Yes No,1,1,ntppi,ntppi,No
5,FR,1 0,"There exist two blocks, called HHH and LLL. A medium purple hexagon is covered by block HHH. Block HHH has a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block HHH overlaps block LLL. A medium red hexagon is inside and a medium purple hexagon is covered by block LLL. The medium purple hexagon touches the medium red hexagon.",Where is LLL regarding HHH?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,po,po
1,YN,1 0,"There exist two blocks, called HHH and LLL. A medium purple hexagon is covered by block HHH. Block HHH has a medium red hexagon. The medium purple hexagon touches the medium red hexagon. Block HHH overlaps block LLL. A medium red hexagon is inside and a medium purple hexagon is covered by block LLL. The medium purple hexagon touches the medium red hexagon.",Do all blocks touch HHH?,No,Yes No,1,1,ec,po,No
4,FR,0 1,"There exist two blocks, named AAA and BBB. Above, disconnected from and near to block AAA is block BBB. In front of this block is block AAA with a medium black square. This block covers another medium black square. A blue square is inside block BBB. Block BBB covers a medium yellow shape.",What is the position of block AAA regarding BBB?,BELOW FRONT NEAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,below
2,YN,0 0x0,A black square is within and a medium yellow thing is inside and touching a block called AAA. Below the black thing is the yellow shape.,Do all blocks cover the medium yellow thing?,Yes,Yes No,1,1,tppi,tppi,No
0,YN,0x0 0x2,"There exist three boxes, named one, two and three. A big orange watermelon is covered by and a small orange apple is within box one. East of the small orange apple there is the big orange watermelon. A medium green apple and a big green melon are to the south of a small orange melon which is in box two. Box two covers a big yellow watermelon which is close to a medium yellow watermelon. The medium yellow watermelon is in box two. The medium green apple is inside and touching box two. Box two contains the big green melon.",Is any small orange apple to the west of the big orange watermelon?,Yes,Yes No,1,1,left,left,No
4,FR,0x1 2x3,"A block called AAA contains a big blue circle. A small blue square is within this block. Block AAA overlaps another block called BBB. Another block called CCC with a medium black triangle is above, disconnected from and to the right-hand side of this block. This block covers a small yellow circle.",Where is the big blue circle relative to the medium black triangle?,LEFT BELOW DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,ntppi,dc,"left, below"
1,FR,1 0x0,"There exist two blocks, called HHH and LLL. Block HHH covers a medium grey hexagon. Block LLL has this block. This block covers a medium grey hexagon.",What is the position of LLL regarding the medium grey hexagon covered by HHH?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,ntppi,ntppi,ntpp
6,FR,0x3 1,A large purple pentagon is in and a medium grey hexagon is covered by a block called HHH. A little purple pentagon is below and a medium purple pentagon is above the medium grey hexagon. Block HHH has the little purple pentagon. This block contains the medium purple pentagon. This block contains a medium grey star. Above and on the left side of this block is another block called LLL. Disconnected from this block there is block HHH. A medium purple star is within block LLL.,Where is the large thing regarding LLL?,RIGHT BELOW DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,dc,dc,above
1,YN,1x1 1x4,A medium orange watermelon is within a box named one. We have a box named two. A medium yellow watermelon and a small yellow melon are inside box two. Box two has a medium green apple which are east of a big orange melon and the small yellow melon.This thing is near to a big orange watermelon. Box two contains the big orange watermelon. This box cover the big orange melon and a big yellow melon. The big orange melon and the big orange watermelon are east of the medium yellow watermelon. To the west of the big yellow melon there is the big orange melon. West of the medium green apple there is the big orange watermelon.,Are all medium things east of any medium yellow watermelon?,No,Yes No,1,2,right,right,No
4,FR,0 1,"There are two blocks, named HHH and LLL. Block LLL overlaps block HHH. Block HHH covers a large red star. A large purple star and a little red hexagon are within this block. A large grey pentagon is inside and touching block HHH. The large purple star is east of the little red hexagon and is to the north of the large red star. South of and east of this shape there is the large grey pentagon. Block LLL contain a large purple hexagon and a little red star. Another large purple hexagon is west of large purple hexagon number one. Large purple hexagon number two is covered by block LLL. A medium star is in block LLL. To the east of the little red star is this shape.",What is the position of block HHH relative to LLL?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,po,po
4,FR,2 1x0,"There are three boxes, named DDD, EEE and JJJ. Box DDD contains box EEE. Box EEE covers a midsize green rectangle. To the north of, behind and disconnected from this box there is box JJJ with a midsize white rectangle. North of a midsize green rectangle there is another midsize white rectangle. Midsize white rectangle number two is within box JJJ. Box JJJ covers the midsize green rectangle. A midsize orange rectangle is inside this box. North of the orange object there is midsize white rectangle number one.",What is the position of box JJJ relative to the midsize green rectangle covered by EEE?,ABOVE BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,above,above,above
0,YN,0x4 0x1,"We have two blocks, called HHH and LLL. Block LLL touches block HHH. A little purple hexagon and two little red stars are within block HHH. Near to the little purple hexagon is a medium red hexagon. The medium thing is covered by block HHH. A large grey pentagon is inside and touching block HHH. This shape is south of and little red star number two is to the west of little red star number one.",Is the little purple hexagon far from any medium red hexagon?,No,Yes No,1,1,far,near,No
5,FR,0x4 0x2,"A tiny white oval, a midsize orange rectangle and a tiny orange dimond are inside a box named DDD. Box DDD has a green dimond. A large orange rectangle is covered by this box. The white shape and the tiny orange dimond are over the midsize thing. Near to the oval there is the green shape. The large object is in front of this object. The tiny orange dimond is below and near to the green dimond. In front of this object there is the large orange rectangle. The midsize object is over this object.",Where is the white object relative to the green shape?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,near
5,FR,1x4 0x2,"There exist two blocks, named AAA and BBB. Behind and disconnected from block AAA is block BBB. Over this block there is block AAA with a small blue triangle. A medium blue triangle is inside and a big blue square is inside and touching block AAA. The big blue square is near to the medium blue triangle. A big yellow triangle is in block BBB. Block BBB has a medium yellow square.",Where is the medium yellow square relative to the medium blue triangle?,BELOW BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,behind,behind,behind
4,FR,0 0x3,We have one box called DDD. A midsize white rectangle and a midsize green rectangle are within box DDD. Box DDD covers another midsize white rectangle and has another midsize white rectangle. Midsize white rectangle number two touches midsize white rectangle number three. Under the midsize green rectangle is midsize white rectangle number three. Below and touches midsize white rectangle number one there is the green thing. Midsize white rectangle number two is below this thing.,Where is box DDD relative to midsize white rectangle number one?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,above
1,YN,0x2 0x1,One box called one exists. This box have a big orange melon and two small green apples. Small green apple number one is to the right of a big green watermelon and is below the big orange melon. The big green watermelon is in box one. Box one covers a medium green watermelon. The medium green watermelon is to the right-hand side of and small green apple number two is to the left of small green apple number one. The big green watermelon is near to small green apple number two and is under the big orange melon. To the right of the fruit which was to the left of small green apple number one there is the big orange melon. On the left side of and near to the thing that was to the right-hand side of small green apple number one there is this fruit.,Are all medium green watermelons on the right side of small green apple number two?,Yes,Yes No,2,2,right,right,No
4,FR,1x1 0,"There exist two blocks, named AAA and BBB. A small black triangle is within block AAA. Block AAA is south of, disconnected from and away from block BBB. In front of this block there is block BBB with a big blue circle and a medium yellow circle. Another medium yellow circle is in this block.",Where is the big blue circle relative to AAA?,ABOVE FRONT FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,2,2,front,front,"far, north"
3,YN,0 0x1,A medium blue triangle and two big blue triangles are inside and touching a block named AAA. Big blue triangle number two are below the medium blue triangle and a yellow square.Above and in front of big blue triangle number one is this shape. Behind the medium blue triangle is the yellow shape. Big blue triangle number one is under this thing. The yellow square is inside block AAA.,Do all blocks cover a medium shape?,Yes,Yes No,1,1,tppi,tppi,No
0,YN,0x0 0x2,We have one block named AAA. This block have a medium yellow square and a medium blue square. This block covers another medium blue square. Medium blue square number one is to the north of medium blue square number two and touches the yellow shape. The medium yellow square is north of and medium blue square number two touches this object.,Is medium blue square number two south of the medium yellow square?,Yes,Yes No,3,2,below,below,Yes
6,FR,1 1x0,"There are two boxes, named one and two. A medium yellow apple is to the north of a medium green apple and is to the south of another medium green apple. The medium yellow apple is inside box two. Medium green apple number one is covered by box two. Medium green apple number two is in box two. Another medium green apple is in box two. This thing is to the north of the medium yellow apple and touches medium green apple number two. Medium green apple number two is to the north of and medium green apple number one is south of this fruit. Medium green apple number one touches the medium yellow apple.",Where is box two relative to medium green apple number one?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,ec
0,YN,1x1 0,A block called AAA exists in the image. Block AAA is to the west of and near to another block named BBB. Block BBB contains a medium yellow square. Block AAA overlaps another block named CCC. Block CCC covers a medium yellow square. To the north of and touches medium yellow square number one there is another medium yellow square. Medium yellow square number two is inside block CCC.,Is a medium yellow square to the east of AAA?,Yes,Yes No,3,2,right,right,No
4,FR,0x1 0,There exists one block named AAA. This block contains a yellow square. A medium blue square touches the yellow thing. The medium blue square is inside and touching block AAA.,Where is the yellow object relative to block?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntpp,ntpp,ntpp
1,YN,0x3 1x0,"Two blocks, named AAA and BBB exist. Block AAA covers a medium black circle and contains a small black square. A small black triangle and a medium blue square are within this block. Above and in front of block BBB there is block AAA. Disconnected from this block is block BBB with a small blue square. A medium black square is in and a big yellow square is inside and touching this block.",Is any medium black shape in front of the medium black square?,Yes,Yes No,4,3,front,front,No
0,YN,0x2 0x0,One block called AAA exists in the image. This block has a medium black square and covers a medium blue shape. Another medium black square is in this block. The blue thing is south of this object. Medium black square number one is north of and touches medium black square number two.,Are all objects to the north of all shapes?,No,Yes No,2,2,above,above,No
0,YN,1x0 0x0,"There are two blocks, called AAA and BBB. A medium blue square is covered by block AAA. To the south of, disconnected from and in front of block BBB there is block AAA. Away from this block there is block BBB with a medium blue square. The medium blue square is north of a medium black shape. Block BBB covers the black thing.",Is a medium object far from all medium squares?,No,Yes No,4,3,far,far,No
3,YN,0 0x1,One block named HHH exists in the image. This block covers a medium purple hexagon. Another medium purple hexagon and a medium red hexagon are within this block. Under and touches medium purple hexagon number two is the red object. Medium purple hexagon number one is under and touches this shape.,Do all blocks contain a hexagon?,Yes,Yes No,1,1,ntppi,ntppi,No
