q_id,q_type,q_query,story,question,answer,choices,reasoning_steps,num_facts,asked_relation,target_relation,model_answer
1,YN,1 0x2,"There are three boxes, called DDD, EEE and JJJ. A midsize orange rectangle is inside box DDD. Box DDD has a midsize white rectangle. Box EEE has this box. Disconnected from box JJJ is box DDD. Box JJJ contains a midsize white rectangle which is below a midsize orange rectangle. The midsize orange rectangle is in box JJJ. Another midsize white rectangle is under and this shape touches the midsize white rectangle. Box JJJ covers midsize white rectangle number two. Another midsize orange rectangle is in this box.",Does box EEE contain all midsize white rectangles?,No,Yes No,1,2,ntppi,ntppi,No
3,FR,1x3 1x2,"There exist three blocks, called AAA, BBB and CCC. Inside block CCC is block AAA. Block BBB have two medium blue squares. This block covers a medium yellow square. Below medium blue square number one there is medium blue square number two. The medium yellow square is below medium blue square number one. Block CCC contains a medium blue square and covers a medium yellow square. Over and touches the medium yellow square is the medium blue square.",Where is medium blue square number one relative to medium blue square number two?,ABOVE,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,above,above,above
0,YN,0x0 0,"There exist two blocks, named HHH and LLL. Block HHH covers a medium purple hexagon and contains another medium purple hexagon. Medium purple hexagon number two is over medium purple hexagon number one. Block HHH contains block LLL. Block LLL contains a medium grey hexagon. A medium red hexagon is inside and touching this block. The grey object touches the red object.",Are all medium objects covered by HHH?,No,Yes No,1,1,tpp,tpp,No
7,FR,0x3 0x4,"There exist two blocks, named HHH and LLL. In block HHH is block LLL. Block HHH has a medium red pentagon. A large purple pentagon and a medium purple pentagon are inside and touching this block. A medium red star and a large purple hexagon are inside block HHH. The large purple pentagon is west of the medium purple pentagon and is to the east of the medium red pentagon. The medium red star is west of and the medium purple pentagon is east of the medium red pentagon. The medium purple pentagon is south of and to the east of the large purple hexagon.To the west of and near to the large purple hexagon is the medium red star. To the south of this thing is the large purple hexagon. Block LLL has a little purple star. A medium purple star is within this block.",Where is the large purple hexagon relative to the medium red star?,RIGHT BELOW NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,"near, south"
1,YN,2 0x3,"There are three boxes, named one, two and three. To the south of box three is box two. Box three covers box one. A medium yellow melon is inside and touching and a small green watermelon is within box one. The medium yellow melon touches and a big orange melon is to the east of a small green melon. Box one contains the small green melon. This box covers the big orange melon. South of the thing that touches the small green melon is the small green watermelon. Box two has a medium green watermelon and covers another medium green watermelon. To the east of medium green watermelon number two there is medium green watermelon number one. Box three have a small orange melon and a small orange watermelon. West of the small orange watermelon is the small orange melon.",Do all boxes contain the small green melon?,No,Yes No,1,2,ntppi,ntppi,No
1,YN,1x1 1x2,A midsize green rectangle is covered by a box called DDD. Behind and disconnected from box DDD is another box named EEE with a midsize green rectangle. Below and close to this box is box DDD. Box EEE covers another midsize green rectangle. Over midsize green rectangle number one is another midsize green rectangle. Midsize green rectangle number three is within box EEE.,Is midsize green rectangle number one below a green rectangle?,Yes,Yes No,1,1,below,below,No
6,FR,1x0 0x1,"We have two boxes, named DDD and EEE. Box DDD covers a midsize orange rectangle and contains another midsize orange rectangle. North of midsize orange rectangle number one is midsize orange rectangle number two. Midsize orange rectangle number one touches this shape. Behind, disconnected from and away from box DDD there is box EEE. North of this box there is box DDD. A white rectangle is covered by box EEE.",Where is the white rectangle regarding midsize orange rectangle number two?,BELOW BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,below,below,above
6,FR,2x2 0x0,A big green melon is inside and touching a box called one. Box one has a big yellow apple. A box called two exists. A medium yellow watermelon is within box two. Box two contains a small orange thing. Box one is disconnected from and this box is within another box called three with a big green melon. To the south of and to the west of box one there is box three. This box covers a medium yellow watermelon.,What is the position of the big green melon in box three relative to the big green melon covered by box one?,LEFT BELOW DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,ec,left,above
3,YN,0 0x2,A medium black square is covered by and a medium blue square is within a block called AAA. Block AAA contains another medium blue square which touches medium blue square number one and is north of the black object. The black thing touches this thing. Block AAA covers another block named BBB. Block BBB covers a medium yellow square.,Do all blocks cover all objects?,No,Yes No,1,1,tppi,ntppi,No
2,YN,1 0x2,"There are three blocks, called AAA, BBB and CCC. Block AAA have a big blue triangle, a big blue square and a small yellow square. This block covers a small yellow circle. In front of the small yellow square is the big blue square. Another big blue triangle is inside block AAA. Big blue triangle number two is south of the big blue square. Block AAA is inside and touching block BBB. Block BBB covers a big blue triangle. Disconnected from and in front of this block is block CCC with a big blue triangle.",Does BBB have a small yellow circle?,Yes,Yes No,2,2,ntppi,ntppi,No
0,YN,0x0 1,A medium orange apple is inside and touching a box called one. Box one is within another box called two. Box two covers a medium orange apple.,Is an apple in all boxes?,No,Yes No,1,2,ntpp,ntpp,No
3,FR,0 0x1,A midsize green rectangle is in and another midsize green rectangle is covered by a box called DDD. Midsize green rectangle number two is below midsize green rectangle number one.,Where is box regarding midsize green rectangle number one?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ec,ntppi,above
1,YN,0x0 0,A block called HHH contain a medium red hexagon and a grey hexagon. This block covers another medium red hexagon. The grey hexagon is over medium red hexagon number one. Below and touches medium red hexagon number one is medium red hexagon number two. Under the grey thing is this thing. Another block named LLL has block HHH. This block covers a medium purple hexagon.,Is medium red hexagon number two inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
0,YN,0 0x0,A box named DDD have a midsize orange rectangle and a midsize white rectangle. The midsize white rectangle is over another midsize orange rectangle and touches midsize orange rectangle number one. Midsize orange rectangle number two is inside box DDD. Another midsize white rectangle is inside and touching box DDD. Above this thing there is midsize orange rectangle number two. Below the thing which was above midsize orange rectangle number two is midsize orange rectangle number one. Midsize white rectangle number two and midsize orange rectangle number two are below this thing. Another box named EEE covers box DDD.,Does a box cover midsize white rectangle number two?,Yes,Yes No,1,1,tppi,tppi,Yes
5,FR,1 1x1,"A box named DDD covers a midsize orange rectangle. Another box called EEE covers this box. Two midsize orange rectangles are inside this box. Below midsize orange rectangle number two is midsize orange rectangle number one. Box EEE covers another midsize orange rectangle which touches this object. Above, behind and near to box DDD is another box named JJJ. Disconnected from this box there is box DDD. Box JJJ covers a white rectangle.",Where is EEE relative to midsize orange rectangle number one?,NTPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,ntppi,ntppi,above
2,YN,0x0 1,"Two blocks, called AAA and BBB exist in the image. Block BBB is north of and in front of block AAA. Disconnected from this block is block AAA. This block covers a medium yellow square. Block BBB covers a medium yellow square. Another medium yellow square and two medium blue squares are within this block. Two medium yellow squares are south of medium blue square number one.To the north of medium blue square number one there is medium blue square number two. Medium yellow square number one is south of medium yellow square number two.",Are all shapes disconnected from all blocks?,No,Yes No,2,2,dc,dc,No
3,FR,1x2 0,A box named DDD covers a midsize orange rectangle and has another midsize orange rectangle. A midsize white rectangle is in this box. Midsize orange rectangle number one is to the south of and this object touches midsize orange rectangle number two. The midsize white rectangle is to the north of midsize orange rectangle number one. In box DDD is another box named EEE with a midsize white rectangle. The midsize white rectangle touches another midsize white rectangle. Box EEE covers midsize white rectangle number two. Midsize white rectangle number two is south of a midsize green rectangle. The green thing is within box EEE.,What is the position of the green shape regarding box DDD?,NTPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,2,ntpp,ntpp,"above, inside"
5,FR,2 1,"There are three blocks, called AAA, BBB and CCC. Covered by block CCC is block BBB. A big blue triangle is covered by block BBB. Block BBB contains a small black triangle which is to the north of a big black circle. Block BBB covers the big black circle. South of the big blue triangle is the big black circle. A big blue triangle and a big black triangle are covered by block CCC. A small yellow circle is within block CCC. South of the big blue triangle is this thing. In front of this object is the big black triangle.",Where is CCC regarding block BBB?,TPPI,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tppi,tppi,The correct answer is: above
1,YN,0x0 0,We have one block called AAA. A small yellow triangle is in block AAA. Block AAA covers a big blue triangle which is to the east of this object. Near to a big yellow triangle there is the small yellow triangle. Block AAA has the big yellow triangle. To the east of the big yellow triangle there is the big blue triangle. North of this object is the big yellow triangle. Block AAA has a blue circle.,Are all shapes covered by block?,No,Yes No,1,1,tpp,tpp,No
4,FR,0x0 0,There is one block named HHH. This block covers a purple hexagon. A red hexagon touches the purple hexagon. The red object is within block HHH.,Where is the purple hexagon regarding block?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,po
6,FR,1x0 1,"We have two boxes, called one and two. Box one contains a medium yellow apple. Another medium yellow apple is under medium yellow apple number one. Medium yellow apple number two is inside and touching box one. Box one has box two. Box two covers a medium orange apple which touches a medium yellow apple. The medium yellow apple is inside box two. Another medium yellow apple is in box two.",What is the position of the orange fruit relative to box two?,TPP,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,tpp,tpp,The correct answer is: below
7,FR,0x0 1x1,"A box called DDD covers a midsize orange rectangle. Over, behind, disconnected from and close to another box called EEE there is this box. Box EEE covers a midsize orange rectangle. A white rectangle is in this box. Over the midsize orange rectangle is the white shape.",Where is the midsize orange rectangle covered by DDD regarding the white shape?,ABOVE BEHIND DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,4,3,behind,behind,below
1,FR,0 1,"There are two blocks, named HHH and LLL. A medium grey hexagon is covered by block HHH. Block LLL overlaps block HHH. A medium red hexagon is inside and touching this block.",What is the position of HHH regarding block LLL?,PO,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,po,po,po
1,FR,0x2 0x0,There is one block called AAA. This block cover a medium yellow shape and a big blue triangle. A black circle and a big black square are west of the medium yellow shape.South of the medium yellow shape is a big blue square. The big blue square is inside and touching block AAA. The big black square and the yellow object are to the north of a medium black square.The big blue triangle is near to the medium black square. The medium black square is inside and touching block AAA. To the north of the big blue triangle is the medium yellow shape. The big black square is within block AAA. Block AAA contains the circle.,What is the position of the medium yellow shape regarding the black circle?,RIGHT,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,right,right,east
2,YN,2 1,"We have three boxes, called one, two and three. Box two overlaps and box one covers box three. Box one has a medium yellow apple. Another medium yellow apple is covered by and a medium orange apple is within this box. The medium orange apple is under medium yellow apple number one and touches medium yellow apple number two. Under this fruit there is medium yellow apple number two. A medium green apple is within and another medium green apple is inside and touching box three. Medium green apple number one touches medium green apple number two.",Does box three overlap box two?,Yes,Yes No,1,1,po,po,No
0,YN,1x0 0x0,A medium yellow square is covered by a block called AAA. Disconnected from another block called BBB is block AAA. Block BBB with a medium blue square and a medium yellow square is away from this block. This block covers another medium yellow square. Medium yellow square number one is to the south of another medium blue square. Medium blue square number two is within block BBB. South of the shape which was to the south of medium blue square number two there is medium blue square number one.,Is any medium yellow square away from all yellow shapes?,No,Yes No,4,3,far,far,Yes
1,YN,0 0x2,One block named AAA exists. This block covers a medium yellow square and contains another medium yellow square. Over medium yellow square number one there is medium yellow square number two. A medium blue square is within block AAA. This thing is over and medium yellow square number one touches medium yellow square number two.,Does AAA contain any medium blue square?,Yes,Yes No,1,1,ntppi,ntppi,Yes
5,FR,0x0 1x1,"There are two boxes, named DDD and EEE. Box DDD covers a midsize white rectangle. This box is disconnected from and away from box EEE. Box EEE have two midsize orange rectangles. Midsize orange rectangle number two is north of and a midsize white rectangle touches midsize orange rectangle number one. Box EEE covers a green rectangle which is to the south of midsize orange rectangle number one. The midsize white rectangle is within box EEE. South of the shape that was to the north of midsize orange rectangle number one is the thing which was to the south of midsize orange rectangle number one.",What is the position of the midsize white rectangle covered by DDD regarding midsize orange rectangle number one?,FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,dc,dc,"far, dc"
4,FR,0x0 1x2,"We have two blocks, named AAA and BBB. Block AAA covers a medium black square. Block BBB with a medium yellow square and a medium blue square is disconnected from this block. Behind, to the south of and away from this block there is block AAA. Another medium yellow square is inside and touching block BBB.",Where is the medium black square regarding the medium blue square?,BELOW BEHIND FAR DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,far,far,behind
6,FR,0x1 0x4,One box called one exists. This box have a big orange melon and two small green apples. Small green apple number one is to the right of a big green watermelon and is below the big orange melon. The big green watermelon is in box one. Box one covers a medium green watermelon. The medium green watermelon is to the right-hand side of and small green apple number two is to the left of small green apple number one. The big green watermelon is near to small green apple number two and is under the big orange melon. To the right of the fruit which was to the left of small green apple number one there is the big orange melon. On the left side of and near to the thing that was to the right-hand side of small green apple number one there is this fruit.,Where is small green apple number two regarding the big green watermelon?,NEAR,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,near,near,"near, left"
1,YN,0 0x0,"There are two boxes, called one and two. Box two has box one. A medium yellow apple is inside and touching and another medium yellow apple is within box one. Medium yellow apple number two touches medium yellow apple number one. Box two has an orange apple and covers a green apple. The green fruit touches the orange thing.",Does any box cover all medium yellow apples?,No,Yes No,1,1,tppi,tppi,No
1,YN,0x0 0,"There are two blocks, named AAA and BBB. Block AAA with a medium yellow square is over, behind and disconnected from block BBB. This block covers another medium yellow square. A medium black square is in block BBB. Block BBB covers another medium black square which is under another medium black square. Block BBB has medium black square number three. Below medium black square number one is medium black square number three.",Is medium yellow square number two inside and touching all blocks?,No,Yes No,1,1,tpp,tpp,No
5,FR,0x3 1x1,"Two blocks, called AAA and BBB exist. Block AAA contain a medium yellow square, a medium black triangle and a big yellow square. A big yellow circle is within this block. The big yellow square is in front of the medium black triangle and is south of the medium yellow square. South of this thing is the big yellow circle. To the north of and disconnected from block BBB there is block AAA. Block BBB contains a medium blue circle and covers a big black square.",Where is the medium black triangle relative to the big black square?,ABOVE DC,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,3,3,above,above,above
1,YN,1x0 0x0,"We have two boxes, called DDD and EEE. Box DDD contains a midsize orange rectangle. A midsize white rectangle is covered by this box. Behind and disconnected from box EEE there is box DDD. To the south of and away from this box there is box EEE. A midsize orange rectangle is inside and a midsize white rectangle is inside and touching this box.",Is a midsize white thing farther from all midsize white rectangles?,No,Yes No,3,3,far,far,No
7,FR,0x1 0x2,A box named DDD contain two midsize green rectangles. Midsize green rectangle number one is above another midsize green rectangle. Box DDD covers midsize green rectangle number three. A midsize white object is within this box. The white thing is above midsize green rectangle number one and is below midsize green rectangle number two. Midsize green rectangle number three touches midsize green rectangle number one.,Where is midsize green rectangle number one relative to the white thing?,BELOW,left right above below behind front near far dc ec po tpp ntpp tppi ntppi,1,1,below,below,below
